Route,Day,Stop 1,Stop 1 Time,Stop 2,Stop 2 Time,Stop 3,Stop 3 Time,Stop 4,Stop 4 Time,Stop 5,Stop 5 Time
Main Street Outbound,Monday-Friday,Union,8:30 PM,Pharmacy School,8:39 PM,Main & Floral,8:42 PM,Main & Murray,8:48 PM,UDC,9:00 PM
Main Street Outbound,Monday-Friday,Union,9:30 PM,Pharmacy School,9:39 PM,Main & Floral,9:42 PM,Main & Murray,9:48 PM,UDC,9:55 PM
Downtown Southside Inbound,Monday-Friday,UDC,8:00 AM,BC Junction,8:03 AM,Tompkins & Conklin,8:10 AM,Conklin & S. Washington,8:15 AM,Return to Campus,8:25 AM
Downtown Southside Inbound,Monday-Friday,UDC,9:00 AM,BC Junction,9:03 AM,Tompkins & Conklin,9:10 AM,Conklin & S. Washington,9:15 AM,Return to Campus,9:25 AM
Downtown Southside Inbound,Monday-Friday,UDC,10:00 AM,BC Junction,10:03 AM,Tompkins & Conklin,10:10 AM,Conklin & S. Washington,10:15 AM,Return to Campus,10:25 AM
Downtown Southside Inbound,Monday-Friday,UDC,11:00 AM,BC Junction,11:03 AM,Tompkins & Conklin,11:10 AM,Conklin & S. Washington,11:15 AM,Return to Campus,11:25 AM
Downtown Southside Inbound,Monday-Friday,UDC,12:00 PM,BC Junction,12:03 PM,Tompkins & Conklin,12:10 PM,Conklin & S. Washington,12:15 PM,Return to Campus,12:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,1:00 PM,BC Junction,1:03 PM,Tompkins & Conklin,1:10 PM,Conklin & S. Washington,1:15 PM,Return to Campus,1:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,2:00 PM,BC Junction,2:03 PM,Tompkins & Conklin,2:10 PM,Conklin & S. Washington,2:15 PM,Return to Campus,2:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,3:00 PM,BC Junction,3:03 PM,Tompkins & Conklin,3:10 PM,Conklin & S. Washington,3:15 PM,Return to Campus,3:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,4:00 PM,BC Junction,4:03 PM,Tompkins & Conklin,4:10 PM,Conklin & S. Washington,4:15 PM,Return to Campus,4:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,5:00 PM,BC Junction,5:03 PM,Tompkins & Conklin,5:10 PM,Conklin & S. Washington,5:15 PM,Return to Campus,5:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,6:00 PM,BC Junction,6:03 PM,Tompkins & Conklin,6:10 PM,Conklin & S. Washington,6:15 PM,Return to Campus,6:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,7:00 PM,BC Junction,7:03 PM,Tompkins & Conklin,7:10 PM,Conklin & S. Washington,7:15 PM,Return to Campus,7:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,8:00 PM,BC Junction,8:03 PM,Tompkins & Conklin,8:10 PM,Conklin & S. Washington,8:15 PM,Return to Campus,8:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,9:00 PM,BC Junction,9:03 PM,Tompkins & Conklin,9:10 PM,Conklin & S. Washington,9:15 PM,Return to Campus,9:25 PM
Downtown Southside Inbound,Monday-Friday,UDC,9:55 PM,BC Junction,9:58 PM,Tompkins & Conklin,10:05 PM,Conklin & S. Washington,10:10 PM,Return to Campus,10:20 PM
Main Street Inbound,Monday-Friday,UDC,7:00 AM,Main & Murray,7:08 AM,Main & Floral,7:11 AM,Pharmacy School,7:15 AM,Return to Campus,7:25 AM
Main Street Inbound,Monday-Friday,UDC,8:00 AM,Main & Murray,8:08 AM,Main & Floral,8:11 AM,Pharmacy School,8:15 AM,Return to Campus,8:25 AM
Main Street Inbound,Monday-Friday,UDC,9:00 AM,Main & Murray,9:08 AM,Main & Floral,9:11 AM,Pharmacy School,9:15 AM,Return to Campus,9:25 AM
Main Street Inbound,Monday-Friday,UDC,10:00 AM,Main & Murray,10:08 AM,Main & Floral,10:11 AM,Pharmacy School,10:15 AM,Return to Campus,10:25 AM
Main Street Inbound,Monday-Friday,UDC,11:00 AM,Main & Murray,11:08 AM,Main & Floral,11:11 AM,Pharmacy School,11:15 AM,Return to Campus,11:25 AM
Main Street Inbound,Monday-Friday,UDC,12:00 PM,Main & Murray,12:08 PM,Main & Floral,12:11 PM,Pharmacy School,12:15 PM,Return to Campus,12:25 PM
Main Street Inbound,Monday-Friday,UDC,1:00 PM,Main & Murray,1:08 PM,Main & Floral,1:11 PM,Pharmacy School,1:15 PM,Return to Campus,1:25 PM
Main Street Inbound,Monday-Friday,UDC,2:00 PM,Main & Murray,2:08 PM,Main & Floral,2:11 PM,Pharmacy School,2:15 PM,Return to Campus,2:25 PM
Main Street Inbound,Monday-Friday,UDC,3:00 PM,Main & Murray,3:08 PM,Main & Floral,3:11 PM,Pharmacy School,3:15 PM,Return to Campus,3:25 PM
Main Street Inbound,Monday-Friday,UDC,4:00 PM,Main & Murray,4:08 PM,Main & Floral,4:11 PM,Pharmacy School,4:15 PM,Return to Campus,4:25 PM
Main Street Inbound,Monday-Friday,UDC,5:00 PM,Main & Murray,5:08 PM,Main & Floral,5:11 PM,Pharmacy School,5:15 PM,Return to Campus,5:25 PM
Main Street Inbound,Monday-Friday,UDC,6:00 PM,Main & Murray,6:08 PM,Main & Floral,6:11 PM,Pharmacy School,6:15 PM,Return to Campus,6:25 PM
Main Street Inbound,Monday-Friday,UDC,7:00 PM,Main & Murray,7:08 PM,Main & Floral,7:11 PM,Pharmacy School,7:15 PM,Return to Campus,7:25 PM
Main Street Inbound,Monday-Friday,UDC,8:00 PM,Main & Murray,8:08 PM,Main & Floral,8:11 PM,Pharmacy School,8:15 PM,Return to Campus,8:25 PM
Main Street Inbound,Monday-Friday,UDC,10:15 PM,Main & Murray,10:23 PM,Main & Floral,10:26 PM,Pharmacy School,10:30 PM,Return to Campus,10:35 PM
Main Street Inbound,Monday-Friday,UDC,7:30 AM,Main & Murray,7:33 AM,Main & Floral,7:39 AM,Pharmacy School,7:42 AM,Return to Campus,8:00 AM
Main Street Inbound,Monday-Friday,UDC,8:30 AM,Main & Murray,8:33 AM,Main & Floral,8:39 AM,Pharmacy School,8:42 AM,Return to Campus,9:00 AM
Main Street Inbound,Monday-Friday,UDC,9:30 AM,Main & Murray,9:33 AM,Main & Floral,9:39 AM,Pharmacy School,9:42 AM,Return to Campus,10:00 AM
Main Street Inbound,Monday-Friday,UDC,10:30 AM,Main & Murray,10:33 AM,Main & Floral,10:39 AM,Pharmacy School,10:42 AM,Return to Campus,11:00 AM
Main Street Inbound,Monday-Friday,UDC,11:30 AM,Main & Murray,11:33 AM,Main & Floral,11:39 AM,Pharmacy School,11:42 AM,Return to Campus,12:00 PM
Main Street Inbound,Monday-Friday,UDC,12:30 PM,Main & Murray,12:33 PM,Main & Floral,12:39 PM,Pharmacy School,12:42 PM,Return to Campus,1:00 PM
Main Street Inbound,Monday-Friday,UDC,1:30 PM,Main & Murray,1:33 PM,Main & Floral,1:39 PM,Pharmacy School,1:42 PM,Return to Campus,2:00 PM
Main Street Inbound,Monday-Friday,UDC,2:30 PM,Main & Murray,2:33 PM,Main & Floral,2:39 PM,Pharmacy School,2:42 PM,Return to Campus,3:00 PM
Main Street Inbound,Monday-Friday,UDC,3:30 PM,Main & Murray,3:33 PM,Main & Floral,3:39 PM,Pharmacy School,3:42 PM,Return to Campus,4:00 PM
Main Street Inbound,Monday-Friday,UDC,4:30 PM,Main & Murray,4:33 PM,Main & Floral,4:39 PM,Pharmacy School,4:42 PM,Return to Campus,5:00 PM
Main Street Inbound,Monday-Friday,UDC,5:30 PM,Main & Murray,5:33 PM,Main & Floral,5:39 PM,Pharmacy School,5:42 PM,Return to Campus,6:00 PM
Main Street Inbound,Monday-Friday,UDC,6:30 PM,Main & Murray,6:33 PM,Main & Floral,6:39 PM,Pharmacy School,6:42 PM,Return to Campus,7:00 PM
Main Street Inbound,Monday-Friday,UDC,7:30 PM,Main & Murray,7:33 PM,Main & Floral,7:39 PM,Pharmacy School,7:42 PM,Return to Campus,8:00 PM
Main Street Inbound,Monday-Friday,UDC,8:30 PM,Main & Murray,8:33 PM,Main & Floral,8:39 PM,Pharmacy School,8:42 PM,Return to Campus,9:00 PM
Main Street Inbound,Monday-Friday,UDC,10:35 PM,Main & Murray,10:38 PM,Main & Floral,10:44 PM,Pharmacy School,10:47 PM,Return to Campus,11:00 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,7:30 AM,ITC,7:35 AM,UClub,7:40 AM,Meadows & Hayes,7:42 AM,Return to Mohawk,7:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,8:00 AM,ITC,8:05 AM,UClub,8:10 AM,Meadows & Hayes,8:12 AM,Return to Mohawk,8:22 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,8:30 AM,ITC,8:35 AM,UClub,8:40 AM,Meadows & Hayes,8:42 AM,Return to Mohawk,8:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,9:00 AM,ITC,9:05 AM,UClub,9:10 AM,Meadows & Hayes,9:12 AM,Return to Mohawk,9:22 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,9:30 AM,ITC,9:35 AM,UClub,9:40 AM,Meadows & Hayes,9:42 AM,Return to Mohawk,9:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,10:00 AM,ITC,10:05 AM,UClub,10:10 AM,Meadows & Hayes,10:12 AM,Return to Mohawk,10:22 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,10:30 AM,ITC,10:35 AM,UClub,10:40 AM,Meadows & Hayes,10:42 AM,Return to Mohawk,10:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,11:00 AM,ITC,11:05 AM,UClub,11:10 AM,Meadows & Hayes,11:12 AM,Return to Mohawk,11:22 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,11:30 AM,ITC,11:35 AM,UClub,11:40 AM,Meadows & Hayes,11:42 AM,Return to Mohawk,11:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,12:00 PM,ITC,12:05 PM,UClub,12:10 PM,Meadows & Hayes,12:12 PM,Return to Mohawk,12:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,12:30 PM,ITC,12:35 PM,UClub,12:40 PM,Meadows & Hayes,12:42 PM,Return to Mohawk,12:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,1:00 PM,ITC,1:05 PM,UClub,1:10 PM,Meadows & Hayes,1:12 PM,Return to Mohawk,1:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,1:30 PM,ITC,1:35 PM,UClub,1:40 PM,Meadows & Hayes,1:42 PM,Return to Mohawk,1:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,2:00 PM,ITC,2:05 PM,UClub,2:10 PM,Meadows & Hayes,2:12 PM,Return to Mohawk,2:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,2:30 PM,ITC,2:35 PM,UClub,2:40 PM,Meadows & Hayes,2:42 PM,Return to Mohawk,2:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,3:00 PM,ITC,3:05 PM,UClub,3:10 PM,Meadows & Hayes,3:12 PM,Return to Mohawk,3:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,3:30 PM,ITC,3:35 PM,UClub,3:40 PM,Meadows & Hayes,3:42 PM,Return to Mohawk,3:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,4:00 PM,ITC,4:05 PM,UClub,4:10 PM,Meadows & Hayes,4:12 PM,Return to Mohawk,4:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,4:30 PM,ITC,4:35 PM,UClub,4:40 PM,Meadows & Hayes,4:42 PM,Return to Mohawk,4:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,5:00 PM,ITC,5:05 PM,UClub,5:10 PM,Meadows & Hayes,5:12 PM,Return to Mohawk,5:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,5:30 PM,ITC,5:35 PM,UClub,5:40 PM,Meadows & Hayes,5:42 PM,Return to Mohawk,5:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,6:00 PM,ITC,6:05 PM,UClub,6:10 PM,Meadows & Hayes,6:12 PM,Return to Mohawk,6:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,6:30 PM,ITC,6:35 PM,UClub,6:40 PM,Meadows & Hayes,6:42 PM,Return to Mohawk,6:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,7:00 PM,ITC,7:05 PM,UClub,7:10 PM,Meadows & Hayes,7:12 PM,Return to Mohawk,7:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,7:30 PM,ITC,7:35 PM,UClub,7:40 PM,Meadows & Hayes,7:42 PM,Return to Mohawk,7:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,8:00 PM,ITC,8:05 PM,UClub,8:10 PM,Meadows & Hayes,8:12 PM,Return to Mohawk,8:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,8:30 PM,ITC,8:35 PM,UClub,8:40 PM,Meadows & Hayes,8:42 PM,Return to Mohawk,8:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,9:00 PM,ITC,9:05 PM,UClub,9:10 PM,Meadows & Hayes,9:12 PM,Return to Mohawk,9:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,9:30 PM,ITC,9:35 PM,UClub,9:40 PM,Meadows & Hayes,9:42 PM,Return to Mohawk,9:52 PM
UClub Shuttle,Monday-Friday,Mohawk,10:00 PM,UClub,10:05 PM,Washington & Lehigh,10:09 PM,,,,
UClub Shuttle,Monday-Friday,Mohawk,10:30 PM,UClub,10:35 PM,Washington & Lehigh,10:39 PM,,,,
UClub Shuttle,Monday-Friday,Mohawk,11:00 PM,UClub,11:05 PM,Washington & Lehigh,11:09 PM,,,,
UClub Shuttle,Monday-Friday,Mohawk,11:30 PM,UClub,11:35 PM,Washington & Lehigh,11:39 PM,,,,
Oakdale Commons Shuttle,Monday-Friday,Union,2:00 PM,Oakdale Commons,2:09 PM,Wegmans,2:15 PM,Aldi,2:20 PM,Return to Campus,2:45 PM
Oakdale Commons Shuttle,Monday-Friday,Union,3:00 PM,Oakdale Commons,3:09 PM,Wegmans,3:15 PM,Aldi,3:20 PM,Return to Campus,3:45 PM
Oakdale Commons Shuttle,Monday-Friday,Union,4:00 PM,Oakdale Commons,4:09 PM,Wegmans,4:15 PM,Aldi,4:20 PM,Return to Campus,4:45 PM
Oakdale Commons Shuttle,Monday-Friday,Union,5:00 PM,Oakdale Commons,5:09 PM,Wegmans,5:15 PM,Aldi,5:20 PM,Return to Campus,5:45 PM
Oakdale Commons Shuttle,Monday-Friday,Union,6:00 PM,Oakdale Commons,6:09 PM,Wegmans,6:15 PM,Aldi,6:20 PM,Return to Campus,6:45 PM
Oakdale Commons Shuttle,Monday-Friday,Union,7:00 PM,Oakdale Commons,7:09 PM,Wegmans,7:15 PM,Aldi,7:20 PM,Return to Campus,7:45 PM
Oakdale Commons Shuttle,Monday-Friday,Union,8:00 PM,Oakdale Commons,8:09 PM,Wegmans,8:15 PM,Aldi,8:20 PM,Return to Campus,8:45 PM
Oakdale Commons Shuttle,Monday-Friday,Union,9:00 PM,Oakdale Commons,9:09 PM,Wegmans,9:10 PM,Aldi,9:20 PM,Return to Campus,9:45 PM
Oakdale Commons Shuttle,Monday-Friday,Union,2:25 PM,Oakdale Commons,2:34 PM,Wegmans,2:40 PM,Aldi,2:43 PM,Return to Campus,3:00 PM
Oakdale Commons Shuttle,Monday-Friday,Union,3:25 PM,Oakdale Commons,3:34 PM,Wegmans,3:40 PM,Aldi,3:43 PM,Return to Campus,4:00 PM
Oakdale Commons Shuttle,Monday-Friday,Union,4:25 PM,Oakdale Commons,4:34 PM,Wegmans,4:40 PM,Aldi,4:43 PM,Return to Campus,5:00 PM
Oakdale Commons Shuttle,Monday-Friday,Union,5:25 PM,Oakdale Commons,5:34 PM,Wegmans,5:40 PM,Aldi,5:43 PM,Return to Campus,6:00 PM
Oakdale Commons Shuttle,Monday-Friday,Union,6:25 PM,Oakdale Commons,6:34 PM,Wegmans,6:40 PM,Aldi,6:43 PM,Return to Campus,7:00 PM
Oakdale Commons Shuttle,Monday-Friday,Union,7:25 PM,Oakdale Commons,7:34 PM,Wegmans,7:40 PM,Aldi,7:43 PM,Return to Campus,8:00 PM
Oakdale Commons Shuttle,Monday-Friday,Union,8:25 PM,Oakdale Commons,8:34 PM,Wegmans,8:40 PM,Aldi,8:43 PM,Return to Campus,9:00 PM
Oakdale Commons Shuttle,Monday-Friday,Union,9:25 PM,Oakdale Commons,9:34 PM,Wegmans,9:40 PM,Aldi,9:43 PM,Return to Campus,10:00 PM
Campus Shuttle,Monday-Friday,Mohawk,7:00 AM,Susquehanna,12:15 AM,Hillside,,Mountainview,,Return to Lower Campus,
Westside Outbound,Saturday-Sunday,Union,9:15 AM,Floral & Main,9:24 AM,Main & Murray,9:30 AM,UDC,9:40 AM,,
Westside Outbound,Saturday-Sunday,Union,10:00 AM,Floral & Main,10:09 AM,Main & Murray,10:15 AM,UDC,10:25 AM,,
Westside Outbound,Saturday-Sunday,Union,10:15 AM,Floral & Main,10:24 AM,Main & Murray,10:30 AM,UDC,10:40 AM,,
Westside Outbound,Saturday-Sunday,Union,11:35 AM,Floral & Main,11:44 AM,Main & Murray,11:50 AM,UDC,12:00 PM,,
Westside Outbound,Saturday-Sunday,Union,12:15 PM,Floral & Main,12:24 PM,Main & Murray,12:30 PM,UDC,12:40 PM,,
Westside Outbound,Saturday-Sunday,Union,1:00 PM,Floral & Main,1:09 PM,Main & Murray,1:15 PM,UDC,1:25 PM,,
Westside Outbound,Saturday-Sunday,Union,2:15 PM,Floral & Main,2:24 PM,Main & Murray,2:30 PM,UDC,2:40 PM,,
Westside Outbound,Saturday-Sunday,Union,3:15 PM,Floral & Main,3:24 PM,Main & Murray,3:30 PM,UDC,3:40 PM,,
Westside Outbound,Saturday-Sunday,Union,4:00 PM,Floral & Main,4:09 PM,Main & Murray,4:15 PM,UDC,4:25 PM,,
Westside Outbound,Saturday-Sunday,Union,4:55 PM,Floral & Main,5:04 PM,Main & Murray,5:10 PM,UDC,5:20 PM,,
Westside Outbound,Saturday-Sunday,Union,6:45 PM,Floral & Main,6:54 PM,Main & Murray,7:00 PM,UDC,7:10 PM,,
Westside Outbound,Saturday-Sunday,Union,8:05 PM,Floral & Main,8:14 PM,Main & Murray,8:20 PM,UDC,8:30 PM,,
Westside Outbound,Saturday-Sunday,Union,9:00 PM,Floral & Main,9:09 PM,Main & Murray,9:15 PM,UDC,9:25 PM,,
Westside Outbound,Saturday-Sunday,Union,9:45 PM,Floral & Main,9:54 PM,Main & Murray,10:00 PM,UDC,10:10 PM,,
Westside Outbound,Saturday-Sunday,Union,10:00 PM,Floral & Main,10:09 PM,Main & Murray,10:15 PM,UDC,10:25 PM,,
Westside Outbound,Saturday-Sunday,Union,10:30 PM,Floral & Main,10:39 PM,Main & Murray,10:45 PM,UDC,10:55 PM,,
Westside Outbound,Saturday-Sunday,Union,10:45 PM,Floral & Main,10:54 PM,Main & Murray,11:00 PM,UDC,11:10 PM,,
Westside Outbound,Saturday-Sunday,Union,11:00 PM,Floral & Main,11:09 PM,Main & Murray,11:15 PM,UDC,11:25 PM,,
Westside Outbound,Saturday-Sunday,Union,12:00 AM,Floral & Main,12:09 AM,Main & Murray,12:15 AM,UDC,12:25 AM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,9:40 AM,Leroy & Murray,9:43 AM,Riverside & Columbus,9:49 AM,Return to Campus,10:00 AM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,10:25 AM,Leroy & Murray,10:28 AM,Riverside & Columbus,10:34 AM,Return to Campus,10:45 AM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,10:40 AM,Leroy & Murray,10:43 AM,Riverside & Columbus,10:49 AM,Return to Campus,11:00 AM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,12:00 PM,Leroy & Murray,12:03 PM,Riverside & Columbus,12:09 PM,Return to Campus,12:20 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,12:40 PM,Leroy & Murray,12:43 PM,Riverside & Columbus,12:49 PM,Return to Campus,1:00 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,1:25 PM,Leroy & Murray,1:28 PM,Riverside & Columbus,1:34 PM,Return to Campus,1:45 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,2:40 PM,Leroy & Murray,2:43 PM,Riverside & Columbus,2:49 PM,Return to Campus,3:00 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,3:40 PM,Leroy & Murray,3:43 PM,Riverside & Columbus,3:49 PM,Return to Campus,4:00 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,4:25 PM,Leroy & Murray,4:28 PM,Riverside & Columbus,4:34 PM,Return to Campus,4:45 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,5:20 PM,Leroy & Murray,5:23 PM,Riverside & Columbus,5:29 PM,Return to Campus,5:40 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,7:10 PM,Leroy & Murray,7:13 PM,Riverside & Columbus,7:19 PM,Return to Campus,7:30 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,8:30 PM,Leroy & Murray,8:33 PM,Riverside & Columbus,8:39 PM,Return to Campus,8:50 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,9:25 PM,Leroy & Murray,9:28 PM,Riverside & Columbus,9:34 PM,Return to Campus,9:45 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,10:10 PM,Leroy & Murray,10:13 PM,Riverside & Columbus,10:19 PM,Return to Campus,10:30 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,10:25 PM,Leroy & Murray,10:28 PM,Riverside & Columbus,10:34 PM,Return to Campus,10:45 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,10:55 PM,Leroy & Murray,10:53 PM,Riverside & Columbus,10:59 PM,Return to Campus,11:10 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,11:10 PM,Leroy & Murray,11:13 PM,Riverside & Columbus,11:19 PM,Return to Campus,11:30 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,11:25 PM,Leroy & Murray,11:28 PM,Riverside & Columbus,11:34 PM,Return to Campus,11:45 PM,,
Downtown Center Leroy Inbound,Monday-Friday,UDC,12:25 AM,Leroy & Murray,12:28 AM,Riverside & Columbus,12:34 AM,Return to Campus,12:45 AM,,
Westside Inbound,Monday-Friday,UDC,8:45 AM,Main & Murray,8:51 AM,Floral & Main,8:56 AM,Return to Campus,9:03 AM,,
Westside Inbound,Monday-Friday,UDC,9:30 AM,Main & Murray,9:36 AM,Floral & Main,9:41 AM,Return to Campus,9:48 AM,,
Westside Inbound,Monday-Friday,UDC,10:45 AM,Main & Murray,10:51 AM,Floral & Main,10:56 AM,Return to Campus,11:03 AM,,
Westside Inbound,Monday-Friday,UDC,11:30 AM,Main & Murray,11:36 AM,Floral & Main,11:41 AM,Return to Campus,11:48 AM,,
Westside Inbound,Monday-Friday,UDC,12:55 PM,Main & Murray,1:01 PM,Floral & Main,1:06 PM,Return to Campus,1:13 PM,,
Westside Inbound,Monday-Friday,UDC,1:45 PM,Main & Murray,1:51 PM,Floral & Main,1:56 PM,Return to Campus,2:03 PM,,
Westside Inbound,Monday-Friday,UDC,2:30 PM,Main & Murray,2:36 PM,Floral & Main,2:41 PM,Return to Campus,2:48 PM,,
Westside Inbound,Monday-Friday,UDC,3:35 PM,Main & Murray,3:41 PM,Floral & Main,3:46 PM,Return to Campus,3:53 PM,,
Westside Inbound,Monday-Friday,UDC,4:30 PM,Main & Murray,4:36 PM,Floral & Main,4:41 PM,Return to Campus,4:48 PM,,
Westside Inbound,Monday-Friday,UDC,6:00 PM,Main & Murray,6:06 PM,Floral & Main,6:11 PM,Return to Campus,6:18 PM,,
Westside Inbound,Monday-Friday,UDC,7:30 PM,Main & Murray,7:36 PM,Floral & Main,7:41 PM,Return to Campus,7:48 PM,,
Westside Inbound,Monday-Friday,UDC,8:15 PM,Main & Murray,8:21 PM,Floral & Main,8:26 PM,Return to Campus,8:33 PM,,
Westside Inbound,Monday-Friday,UDC,9:25 PM,Main & Murray,9:31 PM,Floral & Main,9:36 PM,Return to Campus,9:43 PM,,
Westside Inbound,Monday-Friday,UDC,9:30 PM,Main & Murray,9:36 PM,Floral & Main,9:41 PM,Return to Campus,9:48 PM,,
Westside Inbound,Monday-Friday,UDC,10:00 PM,Main & Murray,10:06 PM,Floral & Main,10:11 PM,Return to Campus,10:18 PM,,
Westside Inbound,Monday-Friday,UDC,10:15 PM,Main & Murray,10:21 PM,Floral & Main,10:26 PM,Return to Campus,10:33 PM,,
Westside Inbound,Monday-Friday,UDC,10:45 PM,Main & Murray,10:51 PM,Floral & Main,10:56 PM,Return to Campus,11:05 PM,,
Westside Inbound,Monday-Friday,UDC,11:15 PM,Main & Murray,11:21 PM,Floral & Main,11:26 PM,Return to Campus,11:30 PM,,
Westside Inbound,Monday-Friday,UDC,9:05 AM,Main & Murray,9:08 AM,Floral & Main,9:14 AM,Return to Campus,9:30 AM,,
Westside Inbound,Monday-Friday,UDC,9:50 AM,Main & Murray,9:53 AM,Floral & Main,9:59 AM,Return to Campus,10:15 AM,,
Westside Inbound,Monday-Friday,UDC,11:10 AM,Main & Murray,11:13 AM,Floral & Main,11:19 AM,Return to Campus,11:35 AM,,
Westside Inbound,Monday-Friday,UDC,11:50 AM,Main & Murray,11:53 AM,Floral & Main,11:59 AM,Return to Campus,12:15 PM,,
Westside Inbound,Monday-Friday,UDC,1:15 PM,Main & Murray,1:18 PM,Floral & Main,1:24 PM,Return to Campus,1:40 PM,,
Westside Inbound,Monday-Friday,UDC,2:10 PM,Main & Murray,2:13 PM,Floral & Main,2:19 PM,Return to Campus,2:35 PM,,
Westside Inbound,Monday-Friday,UDC,2:50 PM,Main & Murray,2:53 PM,Floral & Main,2:59 PM,Return to Campus,3:15 PM,,
Westside Inbound,Monday-Friday,UDC,4:00 PM,Main & Murray,4:03 PM,Floral & Main,4:09 PM,Return to Campus,4:25 PM,,
Westside Inbound,Monday-Friday,UDC,4:50 PM,Main & Murray,4:53 PM,Floral & Main,4:59 PM,Return to Campus,5:15 PM,,
Westside Inbound,Monday-Friday,UDC,6:20 PM,Main & Murray,6:23 PM,Floral & Main,6:29 PM,Return to Campus,6:45 PM,,
Westside Inbound,Monday-Friday,UDC,7:50 PM,Main & Murray,7:53 PM,Floral & Main,7:59 PM,Return to Campus,8:15 PM,,
Westside Inbound,Monday-Friday,UDC,8:35 PM,Main & Murray,8:38 PM,Floral & Main,8:44 PM,Return to Campus,9:00 PM,,
Westside Inbound,Monday-Friday,UDC,9:45 PM,Main & Murray,9:48 PM,Floral & Main,9:54 PM,Return to Campus,10:10 PM,,
Westside Inbound,Monday-Friday,UDC,9:50 PM,Main & Murray,9:53 PM,Floral & Main,9:59 PM,Return to Campus,10:15 PM,,
Westside Inbound,Monday-Friday,UDC,10:20 PM,Main & Murray,10:23 PM,Floral & Main,10:29 PM,Return to Campus,10:45 PM,,
Westside Inbound,Monday-Friday,UDC,10:35 PM,Main & Murray,10:38 PM,Floral & Main,10:44 PM,Return to Campus,11:00 PM,,
Westside Inbound,Monday-Friday,UDC,11:05 PM,Main & Murray,11:08 PM,Floral & Main,11:14 PM,Return to Campus,11:30 PM,,
Westside Inbound,Monday-Friday,UDC,11:35 PM,Main & Murray,11:38 PM,Floral & Main,11:44 PM,Return to Campus,12:00 AM,,
