Route,Day,Stop 1,Stop 1 Time,Stop 2,Stop 2 Time,Stop 3,Stop 3 Time,Stop 4,Stop 4 Time,Stop 5,Stop 5 Time
Downtown Center Leroy Outbound,Monday-Friday,Union,8:05 AM,Riverside & Columbus,8:11 AM,Leroy & Murray,8:16 AM,UDC,8:23 AM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,8:40 AM,Riverside & Columbus,8:46 AM,Leroy & Murray,8:51 AM,UDC,8:58 AM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,9:10 AM,Riverside & Columbus,9:16 AM,Leroy & Murray,9:21 AM,UDC,9:28 AM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,9:30 AM,Riverside & Columbus,9:36 AM,Leroy & Murray,9:41 AM,UDC,9:48 AM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,10:35 AM,Riverside & Columbus,10:41 AM,Leroy & Murray,10:46 AM,UDC,10:53 AM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,10:50 AM,Riverside & Columbus,10:56 AM,Leroy & Murray,11:01 AM,UDC,11:08 AM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,11:10 AM,Riverside & Columbus,11:16 AM,Leroy & Murray,11:21 AM,UDC,11:28 AM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,12:00 PM,Riverside & Columbus,12:06 PM,Leroy & Murray,12:11 PM,UDC,12:18 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,12:30 PM,Riverside & Columbus,12:36 PM,Leroy & Murray,12:41 PM,UDC,12:48 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,1:05 PM,Riverside & Columbus,1:11 PM,Leroy & Murray,1:16 PM,UDC,1:23 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,1:40 PM,Riverside & Columbus,1:46 PM,Leroy & Murray,1:51 PM,UDC,1:58 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,2:10 PM,Riverside & Columbus,2:16 PM,Leroy & Murray,2:21 PM,UDC,2:28 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,2:30 PM,Riverside & Columbus,2:36 PM,Leroy & Murray,2:41 PM,UDC,2:48 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,3:35 PM,Riverside & Columbus,3:41 PM,Leroy & Murray,3:46 PM,UDC,3:53 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,4:20 PM,Riverside & Columbus,4:26 PM,Leroy & Murray,4:31 PM,UDC,4:38 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,4:55 PM,Riverside & Columbus,5:01 PM,Leroy & Murray,5:06 PM,UDC,5:13 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,5:30 PM,Riverside & Columbus,5:36 PM,Leroy & Murray,5:41 PM,UDC,5:48 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,6:00 PM,Riverside & Columbus,6:06 PM,Leroy & Murray,6:11 PM,UDC,6:18 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,6:35 PM,Riverside & Columbus,6:41 PM,Leroy & Murray,6:46 PM,UDC,6:53 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,7:25 PM,Riverside & Columbus,7:31 PM,Leroy & Murray,7:36 PM,UDC,7:43 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,7:40 PM,Riverside & Columbus,7:46 PM,Leroy & Murray,7:51 PM,UDC,7:58 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,8:00 PM,Riverside & Columbus,8:06 PM,Leroy & Murray,8:11 PM,UDC,8:15 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,9:00 PM,Riverside & Columbus,9:06 PM,Leroy & Murray,9:11 PM,UDC,9:15 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,9:20 PM,Riverside & Columbus,9:26 PM,Leroy & Murray,9:31 PM,UDC,9:35 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,10:15 PM,Riverside & Columbus,10:21 PM,Leroy & Murray,10:26 PM,UDC,10:30 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,11:15 PM,Riverside & Columbus,11:21 PM,Leroy & Murray,11:26 PM,UDC,11:30 PM,,
Downtown Center Leroy Outbound,Monday-Friday,Union,12:00 AM,Riverside & Columbus,12:06 AM,Leroy & Murray,12:11 AM,UDC,12:15 AM,,
Westside Inbound,Monday-Friday,UDC,7:20 AM,Main & Murray,7:23 AM,Floral & Main,7:29 AM,Return to Campus,7:45 AM,,
Westside Inbound,Monday-Friday,UDC,7:50 AM,Main & Murray,7:53 AM,Floral & Main,7:59 AM,Return to Campus,8:15 AM,,
Westside Inbound,Monday-Friday,UDC,8:25 AM,Main & Murray,8:28 AM,Floral & Main,8:34 AM,Return to Campus,8:50 AM,,
Westside Inbound,Monday-Friday,UDC,,Main & Murray,,Floral & Main,8:49 AM,Return to Campus,9:05 AM,,
Westside Inbound,Monday-Friday,UDC,9:00 AM,Main & Murray,9:03 AM,Floral & Main,9:09 AM,Return to Campus,9:25 AM,,
Westside Inbound,Monday-Friday,UDC,9:30 AM,Main & Murray,9:33 AM,Floral & Main,9:39 AM,Return to Campus,9:55 AM,,
Westside Inbound,Monday-Friday,UDC,9:50 AM,Main & Murray,9:53 AM,Floral & Main,9:59 AM,Return to Campus,10:15 AM,,
Westside Inbound,Monday-Friday,UDC,,Main & Murray,,Floral & Main,10:04 AM,Return to Campus,10:20 AM,,
Westside Inbound,Monday-Friday,UDC,10:55 AM,Main & Murray,10:58 AM,Floral & Main,11:04 AM,Return to Campus,11:20 AM,,
Westside Inbound,Monday-Friday,UDC,11:10 AM,Main & Murray,11:13 AM,Floral & Main,11:19 AM,Return to Campus,11:35 AM,,
Westside Inbound,Monday-Friday,UDC,11:30 AM,Main & Murray,11:33 AM,Floral & Main,11:39 AM,Return to Campus,11:55 AM,,
Westside Inbound,Monday-Friday,UDC,12:20 PM,Main & Murray,12:23 PM,Floral & Main,12:29 PM,Return to Campus,12:45 PM,,
Westside Inbound,Monday-Friday,UDC,12:50 PM,Main & Murray,12:53 PM,Floral & Main,12:59 PM,Return to Campus,1:15 PM,,
Westside Inbound,Monday-Friday,UDC,1:25 PM,Main & Murray,1:28 PM,Floral & Main,1:34 PM,Return to Campus,1:50 PM,,
Westside Inbound,Monday-Friday,UDC,2:00 PM,Main & Murray,2:03 PM,Floral & Main,2:09 PM,Return to Campus,2:25 PM,,
Westside Inbound,Monday-Friday,UDC,2:30 PM,Main & Murray,2:33 PM,Floral & Main,2:39 PM,Return to Campus,2:55 PM,,
Westside Inbound,Monday-Friday,UDC,2:50 PM,Main & Murray,2:53 PM,Floral & Main,2:59 PM,Return to Campus,3:15 PM,,
Westside Inbound,Monday-Friday,UDC,3:55 PM,Main & Murray,3:58 PM,Floral & Main,4:04 PM,Return to Campus,4:20 PM,,
Westside Inbound,Monday-Friday,UDC,4:40 PM,Main & Murray,4:43 PM,Floral & Main,4:49 PM,Return to Campus,5:05 PM,,
Westside Inbound,Monday-Friday,UDC,5:15 PM,Main & Murray,5:18 PM,Floral & Main,5:24 PM,Return to Campus,5:40 PM,,
Westside Inbound,Monday-Friday,UDC,5:50 PM,Main & Murray,5:53 PM,Floral & Main,5:59 PM,Return to Campus,6:15 PM,,
Westside Inbound,Monday-Friday,UDC,6:20 PM,Main & Murray,6:23 PM,Floral & Main,6:29 PM,Return to Campus,6:45 PM,,
Westside Inbound,Monday-Friday,UDC,6:55 PM,Main & Murray,6:58 PM,Floral & Main,7:04 PM,Return to Campus,7:20 PM,,
Westside Inbound,Monday-Friday,UDC,7:45 PM,Main & Murray,7:48 PM,Floral & Main,7:54 PM,Return to Campus,8:10 PM,,
Westside Inbound,Monday-Friday,UDC,8:00 PM,Main & Murray,8:03 PM,Floral & Main,8:09 PM,Return to Campus,8:25 PM,,
Westside Inbound,Monday-Friday,UDC,8:15 PM,Main & Murray,8:18 PM,Floral & Main,8:24 PM,Return to Campus,8:40 PM,,
Westside Inbound,Monday-Friday,UDC,9:15 PM,Main & Murray,9:18 PM,Floral & Main,9:24 PM,Return to Campus,9:40 PM,,
Westside Inbound,Monday-Friday,UDC,9:35 PM,Main & Murray,9:38 PM,Floral & Main,9:44 PM,Return to Campus,10:00 PM,,
Westside Inbound,Monday-Friday,UDC,10:30 PM,Main & Murray,10:33 PM,Floral & Main,10:39 PM,Return to Campus,10:55 PM,,
Westside Inbound,Monday-Friday,UDC,11:30 PM,Main & Murray,11:33 PM,Floral & Main,11:39 PM,Return to Campus,11:55 PM,,
Westside Inbound,Monday-Friday,UDC,12:15 AM,Main & Murray,12:18 AM,Floral & Main,12:24 AM,Return to Campus,12:40 AM,,
University Downtown Center Outbound,Monday-Friday,Union,7:00 AM,UDC,7:15 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,7:30 AM,UDC,7:45 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,8:05 AM,UDC,8:20 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,8:10 AM,UDC,8:25 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,8:40 AM,UDC,8:55 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,9:20 AM,UDC,9:35 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,9:30 AM,UDC,9:45 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,10:25 AM,UDC,10:40 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,10:35 AM,UDC,10:50 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,11:10 AM,UDC,11:25 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,11:25 AM,UDC,11:40 AM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,12:00 PM,UDC,12:15 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,12:45 PM,UDC,1:00 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,1:05 PM,UDC,1:20 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,1:40 PM,UDC,1:55 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,2:30 PM,UDC,2:45 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,3:35 PM,UDC,3:50 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,4:40 PM,UDC,4:55 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,5:45 PM,UDC,6:00 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,6:05 PM,UDC,6:20 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,7:10 PM,UDC,7:25 PM,,,,,,
University Downtown Center Outbound,Monday-Friday,Union,9:00 PM,UDC,9:15 PM,,,,,,
Main Street Inbound,Monday-Friday,UDC,7:15 AM,Main & Murray,7:18 AM,Main & Floral,7:24 AM,Pharmacy School,7:27 AM,Return to Campus,7:45 AM
Main Street Inbound,Monday-Friday,UDC,8:20 AM,Main & Murray,8:23 AM,Main & Floral,8:29 AM,Pharmacy School,8:32 AM,Return to Campus,8:50 AM
Main Street Inbound,Monday-Friday,UDC,8:55 AM,Main & Murray,8:58 AM,Main & Floral,9:04 AM,Pharmacy School,9:07 AM,Return to Campus,9:25 AM
Main Street Inbound,Monday-Friday,UDC,9:45 AM,Main & Murray,9:48 AM,Main & Floral,9:54 AM,Pharmacy School,9:57 AM,Return to Campus,10:15 AM
Main Street Inbound,Monday-Friday,UDC,10:50 AM,Main & Murray,10:53 AM,Main & Floral,10:59 AM,Pharmacy School,11:02 AM,Return to Campus,11:20 AM
Main Street Inbound,Monday-Friday,UDC,11:25 AM,Main & Murray,11:28 AM,Main & Floral,11:34 AM,Pharmacy School,11:37 AM,Return to Campus,11:55 AM
Main Street Inbound,Monday-Friday,UDC,12:15 PM,Main & Murray,12:18 PM,Main & Floral,12:24 PM,Pharmacy School,12:27 PM,Return to Campus,12:45 PM
Main Street Inbound,Monday-Friday,UDC,1:20 PM,Main & Murray,1:23 PM,Main & Floral,1:29 PM,Pharmacy School,1:32 PM,Return to Campus,1:50 PM
Main Street Inbound,Monday-Friday,UDC,1:55 PM,Main & Murray,1:58 PM,Main & Floral,2:04 PM,Pharmacy School,2:07 PM,Return to Campus,2:25 PM
Main Street Inbound,Monday-Friday,UDC,2:45 PM,Main & Murray,2:48 PM,Main & Floral,2:54 PM,Pharmacy School,2:57 PM,Return to Campus,3:15 PM
Main Street Inbound,Monday-Friday,UDC,3:50 PM,Main & Murray,3:53 PM,Main & Floral,3:59 PM,Pharmacy School,4:02 PM,Return to Campus,4:20 PM
Main Street Inbound,Monday-Friday,UDC,4:55 PM,Main & Murray,4:58 PM,Main & Floral,5:04 PM,Pharmacy School,5:07 PM,Return to Campus,5:25 PM
Main Street Inbound,Monday-Friday,UDC,6:00 PM,Main & Murray,6:03 PM,Main & Floral,6:09 PM,Pharmacy School,6:12 PM,Return to Campus,6:30 PM
Main Street Inbound,Monday-Friday,UDC,7:25 PM,Main & Murray,7:28 PM,Main & Floral,7:34 PM,Pharmacy School,7:37 PM,Return to Campus,7:55 PM
Main Street Inbound,Monday-Friday,UDC,9:15 PM,Main & Murray,9:18 PM,Main & Floral,9:24 PM,Pharmacy School,9:27 PM,Return to Campus,9:45 PM
Main Street Outbound,Monday-Friday,Union,7:15 AM,Pharmacy School,7:24 AM,Main & Floral,7:27 AM,Main & Murray,7:33 AM,UDC,7:45 AM
Main Street Outbound,Monday-Friday,Union,7:50 AM,Pharmacy School,7:59 AM,Main & Floral,8:02 AM,Main & Murray,8:08 AM,UDC,8:20 AM
Main Street Outbound,Monday-Friday,Union,8:55 AM,Pharmacy School,9:04 AM,Main & Floral,9:07 AM,Main & Murray,9:13 AM,UDC,9:25 AM
Main Street Outbound,Monday-Friday,Union,9:45 AM,Pharmacy School,9:54 AM,Main & Floral,9:57 AM,Main & Murray,10:03 AM,UDC,10:15 AM
Main Street Outbound,Monday-Friday,Union,10:20 AM,Pharmacy School,10:29 AM,Main & Floral,10:32 AM,Main & Murray,10:38 AM,UDC,10:50 AM
Main Street Outbound,Monday-Friday,Union,11:25 AM,Pharmacy School,11:34 AM,Main & Floral,11:37 AM,Main & Murray,11:43 AM,UDC,11:55 AM
Main Street Outbound,Monday-Friday,Union,12:15 PM,Pharmacy School,12:24 PM,Main & Floral,12:27 PM,Main & Murray,12:33 PM,UDC,12:45 PM
Main Street Outbound,Monday-Friday,Union,12:50 PM,Pharmacy School,12:59 PM,Main & Floral,1:02 PM,Main & Murray,1:08 PM,UDC,1:20 PM
Main Street Outbound,Monday-Friday,Union,1:55 PM,Pharmacy School,2:04 PM,Main & Floral,2:07 PM,Main & Murray,2:13 PM,UDC,2:25 PM
Main Street Outbound,Monday-Friday,Union,2:45 PM,Pharmacy School,2:54 PM,Main & Floral,2:57 PM,Main & Murray,3:03 PM,UDC,3:15 PM
Main Street Outbound,Monday-Friday,Union,3:50 PM,Pharmacy School,3:59 PM,Main & Floral,4:02 PM,Main & Murray,4:08 PM,UDC,4:20 PM
Main Street Outbound,Monday-Friday,Union,4:25 PM,Pharmacy School,4:34 PM,Main & Floral,4:37 PM,Main & Murray,4:43 PM,UDC,4:55 PM
Main Street Outbound,Monday-Friday,Union,5:15 PM,Pharmacy School,5:24 PM,Main & Floral,5:27 PM,Main & Murray,5:33 PM,UDC,5:45 PM
Main Street Outbound,Monday-Friday,Union,6:20 PM,Pharmacy School,6:29 PM,Main & Floral,6:32 PM,Main & Murray,6:38 PM,UDC,6:50 PM
Main Street Outbound,Monday-Friday,Union,7:25 PM,Pharmacy School,7:34 PM,Main & Floral,7:37 PM,Main & Murray,7:43 PM,UDC,7:55 PM
Main Street Outbound,Monday-Friday,Union,8:15 PM,Pharmacy School,8:24 PM,Main & Floral,8:27 PM,Main & Murray,8:33 PM,UDC,8:45 PM
Main Street Outbound,Monday-Friday,Union,8:45 PM,Pharmacy School,8:54 PM,Main & Floral,8:57 PM,Main & Murray,9:03 PM,UDC,9:15 PM
Main Street Outbound,Monday-Thursday,Union,10:00 PM,Pharmacy School,10:09 PM,Main & Floral,10:12 PM,Main & Murray,10:18 PM,UDC,10:30 PM
University Downtown Center Inbound,Monday-Friday,UDC,7:45 AM,Return to Campus,8:00 AM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,8:20 AM,Return to Campus,8:35 AM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,8:25 AM,Return to Campus,8:40 AM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,9:25 AM,Return to Campus,9:40 AM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,10:15 AM,Return to Campus,10:30 AM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,10:40 AM,Return to Campus,10:55 AM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,10:50 AM,Return to Campus,11:05 AM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,11:40 AM,Return to Campus,11:55 AM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,11:55 AM,Return to Campus,12:10 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,12:45 PM,Return to Campus,1:00 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,1:00 PM,Return to Campus,1:15 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,1:20 PM,Return to Campus,1:35 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,2:25 PM,Return to Campus,2:40 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,3:15 PM,Return to Campus,3:30 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,4:20 PM,Return to Campus,4:35 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,4:55 PM,Return to Campus,5:10 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,5:45 PM,Return to Campus,6:00 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,6:20 PM,Return to Campus,6:35 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,6:50 PM,Return to Campus,7:05 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,7:05 PM,Return to Campus,7:20 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,7:55 PM,Return to Campus,8:10 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,8:45 PM,Return to Campus,9:00 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,9:15 PM,Return to Campus,9:30 PM,,,,,,
University Downtown Center Inbound,Monday-Friday,UDC,10:00 PM,Return to Campus,10:15 PM,,,,,,
University Downtown Center Inbound,Monday-Thursday,UDC,10:30 PM,Return to Campus,10:45 PM,,,,,,
University Downtown Center Inbound,Monday-Thursday,UDC,11:00 PM,Return to Campus,11:15 PM,,,,,,
Downtown Southside Outbound,Monday-Friday,Union,6:35 PM,Conklin & S. Washington,6:43 PM,Conklin & S. Washington,6:46 PM,BC Junction,6:50 PM,UDC,7:00 PM
Downtown Southside Outbound,Monday-Friday,Union,8:15 PM,Conklin & S. Washington,8:23 PM,Conklin & S. Washington,8:26 PM,BC Junction,8:30 PM,UDC,8:40 PM
Downtown Southside Outbound,Monday-Friday,Union,9:30 PM,Conklin & S. Washington,9:38 PM,Conklin & S. Washington,9:41 PM,BC Junction,9:45 PM,UDC,9:55 PM
Downtown Southside Outbound,Monday-Thursday,Union,10:30 PM,Conklin & S. Washington,10:38 PM,Conklin & S. Washington,10:41 PM,BC Junction,10:45 PM,UDC,10:55 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,7:30 AM,ITC,7:35 AM,UClub,7:40 AM,Meadows & Hayes,7:42 AM,Mohawk,7:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,8:00 AM,ITC,8:05 AM,UClub,8:10 AM,Meadows & Hayes,8:12 AM,Mohawk,8:22 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,8:30 AM,ITC,8:35 AM,UClub,8:40 AM,Meadows & Hayes,8:42 AM,Mohawk,8:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,9:00 AM,ITC,9:05 AM,UClub,9:10 AM,Meadows & Hayes,9:12 AM,Mohawk,9:22 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,9:30 AM,ITC,9:35 AM,UClub,9:40 AM,Meadows & Hayes,9:42 AM,Mohawk,9:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,10:00 AM,ITC,10:05 AM,UClub,10:10 AM,Meadows & Hayes,10:12 AM,Mohawk,10:22 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,10:30 AM,ITC,10:35 AM,UClub,10:40 AM,Meadows & Hayes,10:42 AM,Mohawk,10:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,11:00 AM,ITC,11:05 AM,UClub,11:10 AM,Meadows & Hayes,11:12 AM,Mohawk,11:22 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,11:30 AM,ITC,11:35 AM,UClub,11:40 AM,Meadows & Hayes,11:42 AM,Mohawk,11:52 AM
ITC-UClub Shuttle,Monday-Friday,Mohawk,12:00 PM,ITC,12:05 PM,UClub,12:10 PM,Meadows & Hayes,12:12 PM,Mohawk,12:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,12:30 PM,ITC,12:35 PM,UClub,12:40 PM,Meadows & Hayes,12:42 PM,Mohawk,12:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,1:00 PM,ITC,1:05 PM,UClub,1:10 PM,Meadows & Hayes,1:12 PM,Mohawk,1:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,1:30 PM,ITC,1:35 PM,UClub,1:40 PM,Meadows & Hayes,1:42 PM,Mohawk,1:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,2:00 PM,ITC,2:05 PM,UClub,2:10 PM,Meadows & Hayes,2:12 PM,Mohawk,2:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,2:30 PM,ITC,2:35 PM,UClub,2:40 PM,Meadows & Hayes,2:42 PM,Mohawk,2:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,3:00 PM,ITC,3:05 PM,UClub,3:10 PM,Meadows & Hayes,3:12 PM,Mohawk,3:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,3:30 PM,ITC,3:35 PM,UClub,3:40 PM,Meadows & Hayes,3:42 PM,Mohawk,3:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,4:00 PM,ITC,4:05 PM,UClub,4:10 PM,Meadows & Hayes,4:12 PM,Mohawk,4:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,4:30 PM,ITC,4:35 PM,UClub,4:40 PM,Meadows & Hayes,4:42 PM,Mohawk,4:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,5:00 PM,ITC,5:05 PM,UClub,5:10 PM,Meadows & Hayes,5:12 PM,Mohawk,5:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,5:30 PM,ITC,5:35 PM,UClub,5:40 PM,Meadows & Hayes,5:42 PM,Mohawk,5:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,6:00 PM,ITC,6:05 PM,UClub,6:10 PM,Meadows & Hayes,6:12 PM,Mohawk,6:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,6:30 PM,ITC,6:35 PM,UClub,6:40 PM,Meadows & Hayes,6:42 PM,Mohawk,6:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,7:00 PM,ITC,7:05 PM,UClub,7:10 PM,Meadows & Hayes,7:12 PM,Mohawk,7:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,7:30 PM,ITC,7:35 PM,UClub,7:40 PM,Meadows & Hayes,7:42 PM,Mohawk,7:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,8:00 PM,ITC,8:05 PM,UClub,8:10 PM,Meadows & Hayes,8:12 PM,Mohawk,8:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,8:30 PM,ITC,8:35 PM,UClub,8:40 PM,Meadows & Hayes,8:42 PM,Mohawk,8:52 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,9:00 PM,ITC,9:05 PM,UClub,9:10 PM,Meadows & Hayes,9:12 PM,Mohawk,9:22 PM
ITC-UClub Shuttle,Monday-Friday,Mohawk,9:30 PM,ITC,9:35 PM,UClub,9:40 PM,Meadows & Hayes,9:42 PM,Mohawk,9:52 PM
UClub Shuttle,Monday-Friday,Mohawk,9:45 PM,UClub,9:50 PM,Washington & Lehigh,9:54 PM,,,,
UClub Shuttle,Friday,Mohawk,10:30 PM,UClub,10:35 PM,Washington & Lehigh,10:39 PM,,,,
UClub Shuttle,Monday-Thursday,Mohawk,10:45 PM,UClub,10:50 PM,Washington & Lehigh,10:54 PM,,,,
UClub Shuttle,Friday,Mohawk,11:00 PM,UClub,11:05 PM,Washington & Lehigh,11:09 PM,,,,
UClub Shuttle,Monday-Friday,Mohawk,11:45 PM,UClub,11:50 PM,Washington & Lehigh,11:54 PM,,,,
Riviera Ridge - Town Square,Monday-Friday,Rafuse,3:00 PM,Parkway Plaza (Target),3:09 PM,Town Square Mall (Walmart),3:15 PM,Return to Campus,3:25 PM,,
