Route,Day,Stop 1,Stop 1 Time,Stop 2,Stop 2 Time,Stop 3,Stop 3 Time,Stop 4,Stop 4 Time,Stop 5,Stop 5 Time
UClub Shuttle,Saturday-Sunday,Mohawk,4:45 PM,UClub,4:50 PM,Washington & Lehigh,4:54 PM,,,,
UClub Shuttle,Saturday-Sunday,Mohawk,5:30 PM,UClub,5:35 PM,Washington & Lehigh,5:39 PM,,,,
UClub Shuttle,Saturday-Sunday,Mohawk,6:00 PM,UClub,6:05 PM,Washington & Lehigh,6:09 PM,,,,
UClub Shuttle,Saturday-Sunday,Mohawk,6:30 PM,UClub,6:35 PM,Washington & Lehigh,6:39 PM,,,,
UClub Shuttle,Saturday-Sunday,Mohawk,7:00 PM,UClub,7:05 PM,Washington & Lehigh,7:09 PM,,,,
UClub Shuttle,Saturday-Sunday,Mohawk,7:15 PM,UClub,7:20 PM,Washington & Lehigh,7:24 PM,,,,
UClub Shuttle,Saturday-Sunday,Mohawk,8:15 PM,UClub,8:20 PM,Washington & Lehigh,8:24 PM,,,,
UClub Shuttle,Saturday-Sunday,Mohawk,8:45 PM,UClub,8:50 PM,Washington & Lehigh,8:54 PM,,,,
UClub Shuttle,Saturday-Sunday,Mohawk,9:00 PM,UClub,9:05 PM,Washington & Lehigh,9:09 PM,,,,
UClub Shuttle,Sunday,Mohawk,10:30 PM,UClub,10:35 PM,Washington & Lehigh,10:39 PM,,,,
UClub Shuttle,Saturday,Mohawk,10:45 PM,UClub,10:50 PM,Washington & Lehigh,10:54 PM,,,,
UClub Shuttle,Sunday,Mohawk,11:00 PM,UClub,11:05 PM,Washington & Lehigh,11:09 PM,,,,
UClub Shuttle,Sunday,Mohawk,11:45 PM,UClub,11:50 PM,Washington & Lehigh,11:54 PM,,,,
Campus Shuttle,Saturday-Sunday,Mohawk,10:00 AM,Susquehanna,10:04 AM,Hillside,10:06 AM,Mountainview,10:08 AM,Returns to Lower Campus,10:13 AM
Campus Shuttle,Saturday-Sunday,Mohawk,10:45 AM,Susquehanna,10:49 AM,Hillside,10:51 AM,Mountainview,10:53 AM,Returns to Lower Campus,10:58 AM
Campus Shuttle,Saturday-Sunday,Mohawk,11:45 AM,Susquehanna,11:49 AM,Hillside,11:51 AM,Mountainview,11:53 AM,Returns to Lower Campus,11:58 AM
Campus Shuttle,Saturday-Sunday,Mohawk,12:00 PM,Susquehanna,12:04 PM,Hillside,12:06 PM,Mountainview,12:08 PM,Returns to Lower Campus,12:13 PM
Campus Shuttle,Saturday-Sunday,Mohawk,12:30 PM,Susquehanna,12:34 PM,Hillside,12:36 PM,Mountainview,12:38 PM,Returns to Lower Campus,12:43 PM
Campus Shuttle,Saturday-Sunday,Mohawk,1:30 PM,Susquehanna,1:34 PM,Hillside,1:36 PM,Mountainview,1:38 PM,Returns to Lower Campus,1:43 PM
Campus Shuttle,Saturday-Sunday,Mohawk,1:45 PM,Susquehanna,1:49 PM,Hillside,1:51 PM,Mountainview,1:53 PM,Returns to Lower Campus,1:58 PM
Campus Shuttle,Saturday-Sunday,Mohawk,2:15 PM,Susquehanna,2:19 PM,Hillside,2:21 PM,Mountainview,2:23 PM,Returns to Lower Campus,2:28 PM
Campus Shuttle,Saturday-Sunday,Mohawk,3:15 PM,Susquehanna,3:19 PM,Hillside,3:21 PM,Mountainview,3:23 PM,Returns to Lower Campus,3:28 PM
Campus Shuttle,Saturday-Sunday,Mohawk,3:30 PM,Susquehanna,3:34 PM,Hillside,3:36 PM,Mountainview,3:38 PM,Returns to Lower Campus,3:43 PM
Campus Shuttle,Saturday-Sunday,Mohawk,4:00 PM,Susquehanna,4:04 PM,Hillside,4:06 PM,Mountainview,4:08 PM,Returns to Lower Campus,4:13 PM
Campus Shuttle,Saturday-Sunday,Mohawk,4:30 PM,Susquehanna,4:34 PM,Hillside,4:36 PM,Mountainview,4:38 PM,Returns to Lower Campus,4:43 PM
Campus Shuttle,Saturday-Sunday,Mohawk,5:15 PM,Susquehanna,5:19 PM,Hillside,5:21 PM,Mountainview,5:23 PM,Returns to Lower Campus,5:28 PM
Campus Shuttle,Saturday-Sunday,Mohawk,5:45 PM,Susquehanna,5:49 PM,Hillside,5:51 PM,Mountainview,5:53 PM,Returns to Lower Campus,5:58 PM
Campus Shuttle,Saturday-Sunday,Mohawk,6:15 PM,Susquehanna,6:19 PM,Hillside,6:21 PM,Mountainview,6:23 PM,Returns to Lower Campus,6:28 PM
Campus Shuttle,Saturday-Sunday,Mohawk,6:45 PM,Susquehanna,6:49 PM,Hillside,6:51 PM,Mountainview,6:53 PM,Returns to Lower Campus,6:58 PM
Campus Shuttle,Saturday-Sunday,Mohawk,7:00 PM,Susquehanna,7:04 PM,Hillside,7:06 PM,Mountainview,7:08 PM,Returns to Lower Campus,7:13 PM
Campus Shuttle,Saturday-Sunday,Mohawk,8:00 PM,Susquehanna,8:04 PM,Hillside,8:06 PM,Mountainview,8:08 PM,Returns to Lower Campus,8:13 PM
Campus Shuttle,Saturday-Sunday,Mohawk,8:30 PM,Susquehanna,8:34 PM,Hillside,8:36 PM,Mountainview,8:38 PM,Returns to Lower Campus,8:43 PM
Campus Shuttle,Saturday-Sunday,Mohawk,8:45 PM,Susquehanna,8:49 PM,Hillside,8:51 PM,Mountainview,8:53 PM,Returns to Lower Campus,8:58 PM
Campus Shuttle,Sunday,Mohawk,10:15 PM,Susquehanna,10:19 PM,Hillside,10:21 PM,Mountainview,10:23 PM,Returns to Lower Campus,10:28 PM
Campus Shuttle,Saturday,Mohawk,10:30 PM,Susquehanna,10:34 PM,Hillside,10:36 PM,Mountainview,10:38 PM,Returns to Lower Campus,10:43 PM
Campus Shuttle,Sunday,Mohawk,11:30 PM,Susquehanna,11:34 PM,Hillside,11:36 PM,Mountainview,11:38 PM,Returns to Lower Campus,11:43 PM
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,10:30 AM,Parkway Plaza (Target),10:39 AM,Town Square Mall (Walmart),10:45 AM,Return to Campus,10:55 AM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,11:15 AM,Parkway Plaza (Target),11:24 AM,Town Square Mall (Walmart),11:30 AM,Return to Campus,11:40 AM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,11:30 AM,Parkway Plaza (Target),11:39 AM,Town Square Mall (Walmart),11:45 AM,Return to Campus,11:55 AM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,12:00 PM,Parkway Plaza (Target),12:09 PM,Town Square Mall (Walmart),12:15 PM,Return to Campus,12:25 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,12:30 PM,Parkway Plaza (Target),12:39 PM,Town Square Mall (Walmart),12:45 PM,Return to Campus,12:55 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,1:00 PM,Parkway Plaza (Target),1:09 PM,Town Square Mall (Walmart),1:15 PM,Return to Campus,1:25 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,1:45 PM,Parkway Plaza (Target),1:54 PM,Town Square Mall (Walmart),2:00 PM,Return to Campus,2:10 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,2:45 PM,Parkway Plaza (Target),2:54 PM,Town Square Mall (Walmart),3:00 PM,Return to Campus,3:10 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,3:30 PM,Parkway Plaza (Target),3:39 PM,Town Square Mall (Walmart),3:45 PM,Return to Campus,3:55 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,4:45 PM,Parkway Plaza (Target),4:54 PM,Town Square Mall (Walmart),5:00 PM,Return to Campus,5:10 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,6:15 PM,Parkway Plaza (Target),6:24 PM,Town Square Mall (Walmart),6:30 PM,Return to Campus,6:40 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,7:00 PM,Parkway Plaza (Target),7:09 PM,Town Square Mall (Walmart),7:15 PM,Return to Campus,7:25 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,8:00 PM,Parkway Plaza (Target),8:09 PM,Town Square Mall (Walmart),8:15 PM,Return to Campus,8:25 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,9:15 PM,Parkway Plaza (Target),9:24 PM,Town Square Mall (Walmart),9:30 PM,Return to Campus,9:40 PM,,
Riviera Ridge - Town Square,Saturday-Sunday,Rafuse,9:45 PM,Parkway Plaza (Target),9:54 PM,Town Square Mall (Walmart),10:00 PM,Return to Campus,10:10 PM,,
Oakdale Commons Shuttle,Saturday-Sunday,Rafuse,1:15 PM,Oakdale Commons,1:24 PM,Wegmans,1:30 PM,Return to Campus,1:43 PM,,
Oakdale Commons Shuttle,Saturday-Sunday,Rafuse,3:00 PM,Oakdale Commons,3:09 PM,Wegmans,3:15 PM,Return to Campus,3:28 PM,,
Oakdale Commons Shuttle,Saturday-Sunday,Rafuse,5:15 PM,Oakdale Commons,5:24 PM,Wegmans,5:30 PM,Return to Campus,5:43 PM,,
Oakdale Commons Shuttle,Saturday-Sunday,Rafuse,7:30 PM,Oakdale Commons,7:39 PM,Wegmans,7:45 PM,Return to Campus,7:58 PM,,
Oakdale Commons Shuttle,Saturday-Sunday,Rafuse,8:15 PM,Oakdale Commons,8:24 PM,Wegmans,8:30 PM,Return to Campus,8:43 PM,,
Oakdale Commons Shuttle,Sunday,Rafuse,10:15 PM,Oakdale Commons,10:24 PM,Wegmans,10:30 PM,Return to Campus,10:43 PM,,
Downtown Express,Friday,Union,10:00 PM,UClub,10:05 PM,Downtown,10:15 PM,UClub,,Return to Campus,10:30 PM
Downtown Express,Friday,Union,10:30 PM,UClub,10:35 PM,Downtown,10:45 PM,UClub,,Return to Campus,11:00 PM
Downtown Express,Friday,Union,10:45 PM,UClub,10:50 PM,Downtown,11:00 PM,UClub,,Return to Campus,11:15 PM
Downtown Express,Friday,Union,11:00 PM,UClub,11:05 PM,Downtown,11:15 PM,UClub,,Return to Campus,11:30 PM
Downtown Express,Friday,Union,11:15 PM,UClub,11:20 PM,Downtown,11:30 PM,UClub,,Return to Campus,11:45 PM
Downtown Express,Friday,Union,11:30 PM,UClub,11:35 PM,Downtown,11:45 PM,UClub,,Return to Campus,12:00 AM
Downtown Express,Friday,Union,11:45 PM,UClub,11:50 PM,Downtown,12:00 AM,UClub,,Return to Campus,12:15 AM
Downtown Express,Friday,Union,12:00 AM,UClub,12:05 AM,Downtown,12:15 AM,UClub,,Return to Campus,12:30 AM
Downtown Express,Friday,Union,12:30 AM,UClub,12:35 AM,Downtown,12:45 AM,UClub,,Return to Campus,1:00 AM
Downtown Express,Friday,Union,12:45 AM,UClub,12:50 AM,Downtown,1:00 AM,UClub,,Return to Campus,1:15 AM
Downtown Express,Friday,Union,1:00 AM,UClub,1:05 AM,Downtown,1:15 AM,UClub,,Return to Campus,1:30 AM
Downtown Express,Friday,Union,1:15 AM,UClub,,Downtown,1:30 AM,UClub,1:35 AM,Return to Campus,1:45 AM
Downtown Express,Friday,Union,1:30 AM,UClub,,Downtown,1:45 AM,UClub,1:50 AM,Return to Campus,2:00 AM
Downtown Express,Friday,Union,1:45 AM,UClub,,Downtown,2:00 AM,UClub,2:05 AM,Return to Campus,2:15 AM
Downtown Express,Friday,Union,2:00 AM,UClub,,Downtown,2:15 AM,UClub,2:20 AM,Return to Campus,2:30 AM
Downtown Express,Friday,Union,2:15 AM,UClub,,Downtown,2:30 AM,UClub,2:35 AM,Return to Campus,2:45 AM
Downtown Express,Friday,Union,2:30 AM,UClub,,Downtown,2:45 AM,UClub,2:50 AM,Return to Campus,3:00 AM
Downtown Express,Friday,Union,2:45 AM,UClub,,Downtown,3:00 AM,UClub,3:05 AM,Return to Campus,3:15 AM
Downtown Express,Friday,Union,3:00 AM,UClub,,Downtown,3:15 AM,UClub,3:20 AM,Return to Campus,3:30 AM
Downtown Express,Friday,Union,3:15 AM,UClub,,Downtown,3:30 AM,UClub,3:35 AM,Return to Campus,3:45 AM
Downtown Express,Saturday,Union,9:15 PM,UClub,9:20 PM,Downtown,9:30 PM,UClub,,Return to Campus,9:45 PM
Downtown Express,Saturday,Union,9:30 PM,UClub,9:35 PM,Downtown,9:45 PM,UClub,,Return to Campus,10:00 PM
Downtown Express,Saturday,Union,9:45 PM,UClub,9:50 PM,Downtown,10:00 PM,UClub,,Return to Campus,10:15 PM
Downtown Express,Saturday,Union,10:00 PM,UClub,10:05 PM,Downtown,10:15 PM,UClub,,Return to Campus,10:30 PM
Downtown Express,Saturday,Union,10:15 PM,UClub,10:20 PM,Downtown,10:30 PM,UClub,,Return to Campus,10:45 PM
Downtown Express,Saturday,Union,10:45 PM,UClub,10:50 PM,Downtown,11:00 PM,UClub,,Return to Campus,11:15 PM
Downtown Express,Saturday,Union,11:00 PM,UClub,11:05 PM,Downtown,11:15 PM,UClub,,Return to Campus,11:30 PM
Downtown Express,Saturday,Union,11:15 PM,UClub,11:20 PM,Downtown,11:30 PM,UClub,,Return to Campus,11:45 PM
Downtown Express,Saturday,Union,11:30 PM,UClub,11:35 PM,Downtown,11:45 PM,UClub,,Return to Campus,12:00 AM
Downtown Express,Saturday,Union,11:45 PM,UClub,11:50 PM,Downtown,12:00 AM,UClub,,Return to Campus,12:15 AM
Downtown Express,Saturday,Union,12:00 AM,UClub,12:05 AM,Downtown,12:15 AM,UClub,,Return to Campus,12:30 AM
Downtown Express,Saturday,Union,12:15 AM,UClub,12:20 AM,Downtown,12:30 AM,UClub,,Return to Campus,12:45 AM
Downtown Express,Saturday,Union,12:30 AM,UClub,12:35 AM,Downtown,12:45 AM,UClub,,Return to Campus,1:00 AM
Downtown Express,Saturday,Union,12:45 AM,UClub,12:50 AM,Downtown,1:00 AM,UClub,,Return to Campus,1:15 AM
Downtown Express,Saturday,Union,1:00 AM,UClub,,Downtown,1:15 AM,UClub,1:20 AM,Return to Campus,1:30 AM
Downtown Express,Saturday,Union,1:15 AM,UClub,,Downtown,1:30 AM,UClub,1:35 AM,Return to Campus,1:45 AM
Downtown Express,Saturday,Union,1:30 AM,UClub,,Downtown,1:45 AM,UClub,1:50 AM,Return to Campus,2:00 AM
Downtown Express,Saturday,Union,1:45 AM,UClub,,Downtown,2:00 AM,UClub,2:05 AM,Return to Campus,2:15 AM
Downtown Express,Saturday,Union,2:00 AM,UClub,,Downtown,2:15 AM,UClub,2:20 AM,Return to Campus,2:30 AM
Downtown Express,Saturday,Union,2:15 AM,UClub,,Downtown,2:30 AM,UClub,2:35 AM,Return to Campus,2:45 AM
Downtown Express,Saturday,Union,2:30 AM,UClub,,Downtown,2:45 AM,UClub,2:50 AM,Return to Campus,3:00 AM
Downtown Express,Saturday,Union,2:45 AM,UClub,,Downtown,3:00 AM,UClub,3:05 AM,Return to Campus,3:15 AM
Downtown Express,Saturday,Union,3:00 AM,UClub,,Downtown,3:15 AM,UClub,3:20 AM,Return to Campus,3:30 AM
Downtown Express,Saturday,Union,3:15 AM,UClub,,Downtown,3:30 AM,UClub,3:35 AM,Return to Campus,3:45 AM
Late Nite Westside Outbound,Saturday,Union,12:00 AM,Floral & Main,12:09 AM,Main & Murray,12:15 AM,State & Hawley,12:20 AM,,
Late Nite Westside Outbound,Friday,Union,12:15 AM,Floral & Main,12:24 AM,Main & Murray,12:30 AM,State & Hawley,12:35 AM,,
Late Nite Westside Outbound,Friday-Saturday,Union,1:00 AM,Floral & Main,1:09 AM,Main & Murray,1:15 AM,State & Hawley,1:20 AM,,
Late Nite Westside Outbound,Friday-Saturday,Union,2:00 AM,Floral & Main,2:09 AM,Main & Murray,2:15 AM,State & Hawley,2:20 AM,,
Late Nite Westside Outbound,Friday-Saturday,Union,3:00 AM,Floral & Main,3:09 AM,Main & Murray,3:15 AM,State & Hawley,3:20 AM,,
Late Nite Downtown Center-Leroy Inbound,Saturday,Downtown,12:25 AM,Leroy & Murray,12:28 AM,Riverside & Columbus,12:34 AM,Return to Campus,12:44 AM,,
Late Nite Downtown Center-Leroy Inbound,Friday,Downtown,12:40 AM,Leroy & Murray,12:43 AM,Riverside & Columbus,12:49 AM,Return to Campus,12:59 AM,,
Late Nite Downtown Center-Leroy Inbound,Friday-Saturday,Downtown,1:25 AM,Leroy & Murray,1:28 AM,Riverside & Columbus,1:34 AM,Return to Campus,1:44 AM,,
Late Nite Downtown Center-Leroy Inbound,Friday-Saturday,Downtown,2:25 AM,Leroy & Murray,2:28 AM,Riverside & Columbus,2:34 AM,Return to Campus,2:44 AM,,
Late Nite Downtown Center-Leroy Inbound,Friday-Saturday,Downtown,3:25 AM,Leroy & Murray,3:28 AM,Riverside & Columbus,3:34 AM,Return to Campus,3:44 AM,,
Late Nite Downtown Center Leroy Outbound,Friday-Saturday,Union,12:15 AM,Riverside & Columbus,12:21 AM,Leroy & Murray,12:26 AM,State & Hawley,12:30 AM,,
Late Nite Downtown Center Leroy Outbound,Friday-Saturday,Union,1:00 AM,Riverside & Columbus,1:06 AM,Leroy & Murray,1:11 AM,State & Hawley,1:15 AM,,
Late Nite Downtown Center Leroy Outbound,Friday-Saturday,Union,1:45 AM,Riverside & Columbus,1:51 AM,Leroy & Murray,1:56 AM,State & Hawley,2:00 AM,,
Late Nite Downtown Center Leroy Outbound,Friday-Saturday,Union,2:30 AM,Riverside & Columbus,2:36 AM,Leroy & Murray,2:41 AM,State & Hawley,2:45 AM,,
Late Nite Westside Inbound Inbound,Friday-Saturday,Downtown,12:35 AM,Main & Murray,12:38 AM,Floral & Main,12:44 AM,Return to Campus,12:55 AM,,
Late Nite Westside Inbound Inbound,Friday-Saturday,Downtown,1:20 AM,Main & Murray,1:23 AM,Floral & Main,1:29 AM,Return to Campus,1:40 AM,,
Late Nite Westside Inbound Inbound,Friday-Saturday,Downtown,2:05 AM,Main & Murray,2:08 AM,Floral & Main,2:14 AM,Return to Campus,2:25 AM,,
Late Nite Westside Inbound Inbound,Friday-Saturday,Downtown,2:50 AM,Main & Murray,2:53 AM,Floral & Main,2:59 AM,Return to Campus,3:10 AM,,
Late Nite Campus Shuttle,Friday-Saturday,Mohawk,12:45 AM,Susquehanna,12:49 AM,Hillside,12:51 AM,Mountainview,12:53 AM,Returns to Lower Campus,12:58 AM
Late Nite Campus Shuttle,Friday-Saturday,Mohawk,1:45 AM,Susquehanna,1:49 AM,Hillside,1:51 AM,Mountainview,1:53 AM,Returns to Lower Campus,1:58 AM
Late Nite Campus Shuttle,Friday-Saturday,Mohawk,2:45 AM,Susquehanna,2:49 AM,Hillside,2:51 AM,Mountainview,2:53 AM,Returns to Lower Campus,2:58 AM
Late Nite Campus Shuttle,Friday-Saturday,Mohawk,3:15 AM,Susquehanna,3:19 AM,Hillside,3:21 AM,Mountainview,3:23 AM,Returns to Lower Campus,3:28 AM
